dataset,fold,params,clf,score_set,fit_time,score_time,test_acc,train_acc,test_aaacc,train_aaacc,test_bacc,train_bacc,test_ece,train_ece,test_roc,train_roc,test_brier,train_brier,test_recall,train_recall,test_recall_at_wloss,train_recall_at_wloss,test_prec,train_prec,test_spec_at_wloss,train_spec_at_wloss,test_f1,train_f1,test_ent,train_ent,test_cov,train_cov,test_eff,train_eff,n_features,stage
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",1.8504502773284912,0.026836872100830078,0.7409326424870466,0.7487179487179487,0.7409326424870466,0.7487179487179487,0.13006993006993017,0.20634920634920628,0.05894846901249591,7.259150545626024e-17,0.7497902097902098,0.7948561410099872,-0.1695039504926047,-0.159961793136899,0.9300699300699301,0.967032967032967,1.0,1.0,0.7687861271676301,0.7478753541076487,0.0,0.0,0.8417721518987342,0.8434504792332268,0.6732326146809423,0.6788804527247967,0.7409326424870466,0.7487179487179487,1.0,1.0,3.0,
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7,0.7409326424870466,0.7,0.0,0.0,0.04093264248704653,0.0,0.5,0.5,-0.19362694300518138,-0.20999999999999996,1.0,1.0,1.0,1.0,0.7409326424870466,0.7,0.0,0.0,0.8511904761904762,0.8235294117647058,0.8812908992306928,0.8812908992306928,0.7409326424870466,0.7,1.0,1.0,,0.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7,0.7409326424870466,0.7,0.0,0.0,0.04487778412408679,8.340906313209509e-17,0.6378321678321678,0.6532356532356534,-0.17983173526482782,-0.18783294043137122,1.0,1.0,1.0,1.0,0.7409326424870466,0.7,0.0,0.0,0.8511904761904762,0.8235294117647058,0.7732692379190111,0.7843583449040139,0.7409326424870466,0.7,1.0,1.0,,1.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7,0.7409326424870466,0.7,0.0,0.0,0.045863657497949364,1.4290563034918683e-16,0.6879720279720279,0.7102939795247488,-0.17366331196027304,-0.17717164199235916,1.0,1.0,1.0,1.0,0.7409326424870466,0.7,0.0,0.0,0.8511904761904762,0.8235294117647058,0.7245668230876092,0.7449540176483798,0.7409326424870466,0.7,1.0,1.0,,2.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7,0.7409326424870466,0.7,0.0,0.0,0.06078870634261999,1.1102230246251565e-16,0.7357342657342658,0.7384239691932,-0.17139675918865602,-0.17363258412015906,1.0,1.0,1.0,1.0,0.7409326424870466,0.7,0.0,0.0,0.8511904761904762,0.8235294117647058,0.7192147747733045,0.7260426864142782,0.7409326424870466,0.7,1.0,1.0,,3.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7305699481865285,0.7205128205128205,0.7305699481865285,0.7205128205128205,0.06405594405594406,0.12698412698412698,0.05777485899247553,8.767915168834569e-17,0.7325174825174825,0.7554553708399864,-0.17063384404369178,-0.17045541210925827,0.9440559440559441,0.9560439560439561,1.0,1.0,0.7541899441340782,0.729050279329609,0.0,0.0,0.8385093167701864,0.8272583201267829,0.7129394248261249,0.712574593997906,0.7305699481865285,0.7205128205128205,1.0,1.0,,4.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7305699481865285,0.7205128205128205,0.7305699481865285,0.7205128205128205,0.06405594405594406,0.12698412698412698,0.06585473473353831,1.30095364680435e-16,0.7148951048951049,0.7653642653642654,-0.17167409464297628,-0.1681227552938649,0.9440559440559441,0.9560439560439561,1.0,1.0,0.7541899441340782,0.729050279329609,0.0,0.0,0.8385093167701864,0.8272583201267829,0.6894285993431226,0.7013257693503256,0.7305699481865285,0.7205128205128205,1.0,1.0,,5.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7333333333333333,0.7409326424870466,0.7333333333333333,0.1430769230769231,0.18925518925518925,0.08082709484435817,4.981769982292369e-18,0.7451748251748253,0.7807363576594346,-0.1639980107520407,-0.16473345670736483,0.9230769230769231,0.9413919413919414,1.0,1.0,0.7719298245614035,0.744927536231884,0.0,0.0,0.8407643312101911,0.8317152103559871,0.699884947586163,0.6918727534974751,0.7409326424870466,0.7333333333333333,1.0,1.0,,6.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7435897435897436,0.7409326424870466,0.7435897435897436,0.1430769230769231,0.19902319902319898,0.07304505764070142,3.102931017542104e-17,0.7442657342657343,0.7862621708775555,-0.16942405411206202,-0.16279542283460777,0.9230769230769231,0.9597069597069597,1.0,1.0,0.7719298245614035,0.7464387464387464,0.0,0.0,0.8407643312101911,0.8397435897435898,0.6884305137270752,0.6850944346587913,0.7409326424870466,0.7435897435897436,1.0,1.0,,7.0
41945,7,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7409326424870466,0.7487179487179487,0.7409326424870466,0.7487179487179487,0.13006993006993017,0.20634920634920628,0.05894846901249591,7.259150545626024e-17,0.7497902097902098,0.7948561410099872,-0.1695039504926047,-0.159961793136899,0.9300699300699301,0.967032967032967,1.0,1.0,0.7687861271676301,0.7478753541076487,0.0,0.0,0.8417721518987342,0.8434504792332268,0.6732326146809423,0.6788804527247967,0.7409326424870466,0.7487179487179487,1.0,1.0,,8.0
