dataset,fold,params,clf,score_set,fit_time,score_time,test_acc,train_acc,test_aaacc,train_aaacc,test_bacc,train_bacc,test_ece,train_ece,test_roc,train_roc,test_brier,train_brier,test_recall,train_recall,test_recall_at_wloss,train_recall_at_wloss,test_prec,train_prec,test_spec_at_wloss,train_spec_at_wloss,test_f1,train_f1,test_ent,train_ent,test_cov,train_cov,test_eff,train_eff,n_features,stage,clf_variant
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",85.9480721950531,0.019382953643798828,0.8305084745762712,0.9747899159663865,0.864406779661017,0.9810924369747899,0.7324866310160427,0.9705882352941178,0.06722492672677548,0.054345801719732426,,,,,,,,,,,,,,,0.2958395595430086,0.1868458413480154,0.8983050847457628,0.9915966386554622,1.1694915254237288,1.0420168067226891,3.0,,
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.23728813559322035,0.2857142857142857,0.6666666666666665,0.6666666666666669,0.1487967914438503,-0.0029232268321452144,0.039548022598870136,0.02240896358543426,,,,,,,,,,,,,,,0.9182958340544894,0.9182958340544894,1.0,1.0,3.0,3.0,,0.0,
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.00227532593999058,,0.3389830508474576,0.42857142857142855,0.3389830508474576,0.42857142857142855,0.0,0.0,0.08958837772397077,1.6653345369377348e-16,,,,,,,,,,,,,,,0.902324002482737,0.902324002482737,0.3389830508474576,0.42857142857142855,1.0,1.0,,0.0,nb
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.3389830508474576,0.42857142857142855,0.3389830508474576,0.42857142857142855,0.0,0.0,0.08958837772397082,1.6653345369377348e-16,,,,,,,,,,,,,,,0.9023240024827373,0.9023240024827373,0.3389830508474576,0.42857142857142855,1.0,1.0,,0.0,logreg
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.3389830508474576,0.42857142857142855,0.3389830508474576,0.42857142857142855,0.0,0.0,0.08958837772397082,1.6653345369377348e-16,,,,,,,,,,,,,,,0.9023240024827373,0.9023240024827373,0.3389830508474576,0.42857142857142855,1.0,1.0,,0.0,xgboost
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.3389830508474576,0.42857142857142855,0.3389830508474576,0.42857142857142855,0.0,0.0,0.08958837772397082,1.6653345369377348e-16,,,,,,,,,,,,,,,0.9023240024827373,0.9023240024827373,0.3389830508474576,0.42857142857142855,1.0,1.0,,0.0,random_forest
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.3389830508474576,0.42857142857142855,0.3389830508474576,0.42857142857142855,0.0,0.0,0.08958837772397082,1.6653345369377348e-16,,,,,,,,,,,,,,,0.9023240024827373,0.9023240024827373,0.3389830508474576,0.42857142857142855,1.0,1.0,,0.0,miss
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.3220338983050847,0.42016806722689076,0.6892655367231638,0.7240896358543416,0.0699197860962567,0.15920474554250638,0.09932113449103391,0.13682841860446437,,,,,,,,,,,,,,,0.7382424525719642,0.7480597074935246,0.9491525423728814,1.0,2.2711864406779663,2.310924369747899,,1.0,
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.5423728813559322,0.6386554621848739,0.5423728813559322,0.6386554621848739,0.36176470588235304,0.4411764705882353,0.11325441654024951,0.015653507200661172,,,,,,,,,,,,,,,0.6467254203560225,0.6400904840967623,0.5423728813559322,0.6386554621848739,1.0,1.0,,1.0,nb
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.00875940709374845,,0.5423728813559322,0.6386554621848739,0.5423728813559322,0.6386554621848739,0.36176470588235304,0.4411764705882353,0.11822037911513256,0.03406802210947817,,,,,,,,,,,,,,,0.700241430422418,0.6949395392437557,0.5423728813559322,0.6386554621848739,1.0,1.0,,1.0,logreg
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.0740953569766134,,0.5423728813559322,0.6386554621848739,0.5423728813559322,0.6386554621848739,0.36176470588235304,0.4411764705882353,0.10830175927129841,0.0038795105549467713,,,,,,,,,,,,,,,0.6211675278735498,0.6128119128701297,0.5423728813559322,0.6386554621848739,1.0,1.0,,1.0,xgboost
187,18,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.3531863419339061,,0.5423728813559322,0.6386554621848739,0.5423728813559322,0.6386554621848739,0.36176470588235304,0.4411764705882353,0.10190504662539097,0.0030628545137223514,,,,,,,,,,,,,,,0.5970908666996243,0.5874888989956194,0.5423728813559322,0.6386554621848739,1.0,1.0,,1.0,random_forest
