dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,test_wloss,train_wloss,stage,clf_variant
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",1.0629267692565918,0.030179977416992188,0.4986784140969163,0.5033998842592593,0.4993587200276005,0.5030640459853676,0.498654174573055,0.5033387043322153,-0.2502092442795677,-0.249914208964007,0.9997391123606292,0.9997516766330926,0.5007342143906021,0.4996383101851852,,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.49926578560939794,0.5003616898148148,0.5,0.5,0.5,0.5,-0.25000066193525605,-0.24999986918047787,0.9999996225346154,0.9999996225346153,0.5007342143906021,0.4996383101851852,0.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.5747430249632893,0.5755931712962963,0.5741586165257893,0.5758834210323449,0.5741586165257893,0.575883421032345,-0.23502339539483538,-0.23383389867024673,0.9462348975605793,0.9477150493083317,0.5007342143906021,0.4996383101851852,1.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.5747430249632893,0.5755931712962963,0.5741586165257893,0.5758834210323449,0.5741586165257893,0.575883421032345,-0.23501359927113305,-0.23383451487632417,0.9469985962718227,0.9484569131206432,0.5007342143906021,0.4996383101851852,1.0,logreg
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6650513950073421,0.669921875,0.664752458168018,0.6700774822457407,0.6649851216146282,0.6702787560350478,-0.21753417432607605,-0.21448529836324437,0.8897367324361063,0.8920457387247472,0.5007342143906021,0.4996383101851852,2.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6650513950073421,0.669921875,0.664752458168018,0.6700774822457407,0.6699533379334137,0.6748906175540759,-0.21640220390999443,-0.213454291551511,0.8864399117100065,0.8884154839355534,0.5007342143906021,0.4996383101851852,2.0,logreg
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6411160058737151,0.6470630787037037,0.6407430567534932,0.6472527917371584,0.6916213989994824,0.6984935590398964,-0.21532635531998234,-0.21213546107259773,0.881770051268988,0.8833294781769553,0.5007342143906021,0.4996383101851852,3.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6650513950073421,0.669921875,0.664752458168018,0.6700774822457407,0.71292651371399,0.7188633414391943,-0.2091560718945626,-0.205947511093966,0.8641635296687363,0.8658160508743407,0.5007342143906021,0.4996383101851852,3.0,logreg
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.66431718061674,0.6691984953703703,0.6641003967569432,0.6693117166902292,0.7014764533379334,0.7074621420140217,-0.21427014498116012,-0.2119366824594954,0.8843393988554294,0.8838969112379279,0.5007342143906021,0.4996383101851852,4.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6776798825256976,0.681640625,0.6775120752113162,0.6817302006485764,0.7271160514058995,0.7331334982106705,-0.20703141309618867,-0.20387312514609504,0.85791991350158,0.8590977701090218,0.5007342143906021,0.4996383101851852,4.0,logreg
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6571218795888399,0.6606626157407407,0.6569397964464379,0.66075772716262,0.6849137916163534,0.6904203472060777,-0.2196528784363976,-0.21776085295006173,0.9032993240171823,0.9027935754739821,0.5007342143906021,0.4996383101851852,5.0,
43979,8,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6781204111600587,0.6827980324074074,0.6779441952734173,0.682891585577184,0.7287303777816112,0.7343236529836421,-0.20658868349843193,-0.20346994609403485,0.8566312800119232,0.8574141812485995,0.5007342143906021,0.4996383101851852,5.0,logreg
