dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,test_wloss,train_wloss,stage,clf_variant
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",1.1286919116973877,0.032605886459350586,0.4960352422907489,0.501953125,0.5,0.5,0.5013109300409477,0.5007897956703938,-0.25000888140862243,-0.24999197862894568,0.9999780669545841,0.9999768535642544,0.4960352422907489,0.501953125,,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.4960352422907489,0.501953125,0.5,0.5,0.5,0.5,-0.2500193020320674,-0.24999618530273438,0.9999889930823527,0.9999889930823527,0.4960352422907489,0.501953125,0.0,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.5726872246696035,0.5766059027777778,0.5758533207467489,0.5750410439431574,0.5758533207467489,0.5750410439431572,-0.23421509916747255,-0.2342286972353883,0.9483486320372663,0.9493593532927422,0.4960352422907489,0.501953125,1.0,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.5726872246696035,0.5766059027777778,0.5758533207467489,0.5750410439431574,0.5758533207467489,0.5750410439431572,-0.23421494185577277,-0.23422935240145562,0.9491051419786916,0.9501002430965146,0.4960352422907489,0.501953125,1.0,logreg
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6562408223201175,0.6569010416666666,0.658304765098726,0.6558635617382852,0.6582470162066076,0.6559613220424945,-0.2157955909707342,-0.21607247737212634,0.8927289063127596,0.8951717689793994,0.4960352422907489,0.501953125,2.0,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6562408223201175,0.6569010416666666,0.658304765098726,0.6558635617382852,0.6604931850269328,0.6579839483043596,-0.21545565892200338,-0.21574024560924684,0.8920368297635045,0.8944225507554201,0.4960352422907489,0.501953125,2.0,logreg
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6246696035242291,0.6325231481481481,0.6271822094424226,0.6312951236122061,0.69214285566417,0.6909146339357508,-0.2128987094900026,-0.21277360723953997,0.8842837048066363,0.8833044565400135,0.4960352422907489,0.501953125,3.0,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6562408223201175,0.6569010416666666,0.658304765098726,0.6558635617382852,0.7126914986040208,0.7077159159447673,-0.2063227699370779,-0.20766194383266756,0.8696256092558925,0.8692688626273243,0.4960352422907489,0.501953125,3.0,logreg
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6524229074889868,0.6599392361111112,0.6539253375399023,0.6592154602149262,0.7012088710578941,0.7003336472003201,-0.21401990762599152,-0.213990460372987,0.8899803147169181,0.8899272130154172,0.4960352422907489,0.501953125,4.0,
43979,48,"{'score_set': (1,), 'lookahead': 1, 'method': 'bisect', 'stage_clf_params': ('calibration_method', 'isotonic')}",psl_prebin,"(1,)",1,bisect,"('calibration_method', 'isotonic')",,,0.6726872246696035,0.6718026620370371,0.6738718652573004,0.6712022696382198,0.7287882583175657,0.7236009659023654,-0.20415640952253294,-0.20555275943777374,0.8628818738022946,0.8625650586923501,0.4960352422907489,0.501953125,4.0,logreg
