dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,test_wloss,train_wloss,stage,clf_variant
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",0.38889193534851074,0.008241653442382812,0.5128205128205128,0.5714285714285714,0.5,0.5,0.5,0.5,-0.2532705389848248,-0.24489795918367352,0.9852281360342514,0.9852281360342514,0.48717948717948717,0.42857142857142855,,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.5714285714285714,0.5,0.5,0.5,0.5,-0.2532705389848248,-0.24489795918367352,0.9852281360342514,0.9852281360342514,0.48717948717948717,0.42857142857142855,0.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5641025641025641,0.6493506493506493,0.5605263157894737,0.6363636363636364,0.5605263157894737,0.6363636363636364,-0.2555160125825585,-0.22613981762917928,0.9276832616034923,0.9297511029657305,0.48717948717948717,0.42857142857142855,1.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5641025641025641,0.6493506493506493,0.5605263157894737,0.6363636363636364,0.5605263157894737,0.6363636363636364,-0.2523835958589108,-0.2267717975468017,0.9464158348168357,0.9483285650661346,0.48717948717948717,0.42857142857142855,1.0,logreg
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5641025641025641,0.6493506493506493,0.5605263157894737,0.6363636363636364,0.5605263157894737,0.6363636363636364,-0.2555160125825585,-0.22613981762917928,0.9276832616034923,0.9297511029657305,0.48717948717948717,0.42857142857142855,2.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5641025641025641,0.6493506493506493,0.5605263157894737,0.6363636363636364,0.4381578947368421,0.6890495867768595,-0.2997958881709171,-0.2135521664271226,0.9419444123876787,0.9228083405417002,0.48717948717948717,0.42857142857142855,2.0,logreg
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5897435897435898,0.6103896103896104,0.5855263157894737,0.5871212121212122,0.7013157894736841,0.6002066115702479,-0.21425641025641026,-0.23298701298701305,0.7720357481015415,0.9433998589852773,0.48717948717948717,0.42857142857142855,3.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.3333333333333333,0.6753246753246753,0.33289473684210524,0.6515151515151516,0.2736842105263158,0.7303719008264463,-0.31513542991858046,-0.20574451659758877,0.9383314267991741,0.9083047410197822,0.48717948717948717,0.42857142857142855,3.0,logreg
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5897435897435898,0.5974025974025974,0.5855263157894737,0.571969696969697,0.5855263157894737,0.5788567493112947,-0.2444149956169187,-0.2372211122211122,0.9724860125439074,0.9592719392474389,0.48717948717948717,0.42857142857142855,4.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.358974358974359,0.7012987012987013,0.3592105263157894,0.6818181818181819,0.2776315789473684,0.740358126721763,-0.3047531106257348,-0.2029409464898551,0.942577953134973,0.9019239509881977,0.48717948717948717,0.42857142857142855,4.0,logreg
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.5714285714285714,0.5,0.5,0.5355263157894736,0.5254820936639119,-0.2518752921389065,-0.2422752874365777,0.9866124456467432,0.9740465236320741,0.48717948717948717,0.42857142857142855,5.0,
42900,6,"{'score_set': '(-2, -1)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-2, -1)",1,bisect,"('calibration_method', 'isotonic')",,,0.41025641025641024,0.7012987012987013,0.4052631578947368,0.6704545454545454,0.5171052631578947,0.778236914600551,-0.2836841421554651,-0.189356900810027,0.9112183190831339,0.8670369143953489,0.48717948717948717,0.42857142857142855,5.0,logreg
