dataset,fold,params,clf,score_set,fit_time,score_time,test_acc,train_acc,test_aaacc,train_aaacc,test_bacc,train_bacc,test_ece,train_ece,test_roc,train_roc,test_brier,train_brier,test_recall,train_recall,test_recall_at_wloss,train_recall_at_wloss,test_prec,train_prec,test_spec_at_wloss,train_spec_at_wloss,test_f1,train_f1,test_ent,train_ent,test_cov,train_cov,test_eff,train_eff,n_features,stage
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",2.3668816089630127,0.035680294036865234,0.6735751295336787,0.7538461538461538,0.6735751295336787,0.7538461538461538,0.04849453770317069,0.2342736653781028,0.08415077472381623,7.600757630126072e-17,0.66207034372502,0.8047666208747324,-0.20777133185890706,-0.15118030282209388,0.8633093525179856,0.9422382671480144,0.9640287769784173,1.0,0.7317073170731707,0.7653958944281525,0.037037037037037035,0.12389380530973451,0.7920792079207921,0.8446601941747572,0.7014410360201974,0.6480106101155078,0.6735751295336787,0.7538461538461538,1.0,1.0,3.0,
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.20160778462492293,-0.20579224194608808,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.04336768585473253,6.661338147750939e-17,0.6212363442579271,0.6738123382639531,-0.1906552076226961,-0.18142199680661217,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.7983586412960939,0.7637741598581466,0.7202072538860104,0.7102564102564103,1.0,1.0,,1.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.07111173967266227,5.294909809750747e-17,0.6547428723687716,0.7435704929554966,-0.19278306177550805,-0.17096865086939528,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.7775291145772738,0.7297898998607941,0.7202072538860104,0.7102564102564103,1.0,1.0,,2.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6476683937823834,0.7435897435897436,0.6476683937823834,0.7435897435897436,0.05782041033839591,0.2827066227916042,0.08980875783751387,1.2966835582480996e-16,0.6276978417266188,0.7730583687422128,-0.2045115485825279,-0.16419297288257098,0.7985611510791367,0.8844765342960289,1.0,1.0,0.7350993377483444,0.7827476038338658,0.0,0.0,0.7655172413793103,0.8305084745762712,0.7625462815966847,0.7038332151355724,0.6476683937823834,0.7435897435897436,1.0,1.0,,3.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6683937823834197,0.7512820512820513,0.6683937823834197,0.7512820512820513,0.05262456701305629,0.24114245551260338,0.08697591457919993,4.1562195280839194e-17,0.6679323208100187,0.7953100539918853,-0.19894939461709207,-0.15753949334916206,0.8489208633093526,0.9314079422382672,1.0,1.0,0.7329192546583851,0.7678571428571429,0.0,0.0,0.7866666666666666,0.8417618270799347,0.7313663576757888,0.6813462219613367,0.6683937823834197,0.7512820512820513,1.0,1.0,,4.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6683937823834197,0.7512820512820513,0.6683937823834197,0.7512820512820513,0.05262456701305629,0.24114245551260338,0.08414283875146687,3.35913633091714e-17,0.6682653876898481,0.8008530078911217,-0.205726735276921,-0.15114173151949084,0.8489208633093526,0.9314079422382672,0.9640287769784173,1.0,0.7329192546583851,0.7678571428571429,0.037037037037037035,0.12389380530973451,0.7866666666666666,0.8417618270799347,0.704265852118452,0.6528768093772668,0.6683937823834197,0.7512820512820513,1.0,1.0,,5.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6683937823834197,0.7512820512820513,0.6683937823834197,0.7512820512820513,0.05262456701305629,0.24114245551260338,0.08677202481698651,1.5087646232085461e-16,0.6658673061550759,0.8041436375834637,-0.2062140848062629,-0.15069409460569436,0.8489208633093526,0.9314079422382672,0.9640287769784173,1.0,0.7329192546583851,0.7678571428571429,0.037037037037037035,0.12389380530973451,0.7866666666666666,0.8417618270799347,0.6923394795298725,0.648161843616237,0.6683937823834197,0.7512820512820513,1.0,1.0,,6.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6735751295336787,0.7538461538461538,0.6735751295336787,0.7538461538461538,0.04849453770317069,0.2342736653781028,0.08415077472381623,7.600757630126072e-17,0.66207034372502,0.8047666208747324,-0.20777133185890706,-0.15118030282209388,0.8633093525179856,0.9422382671480144,0.9640287769784173,1.0,0.7317073170731707,0.7653958944281525,0.037037037037037035,0.12389380530973451,0.7920792079207921,0.8446601941747572,0.7014410360201974,0.6480106101155078,0.6735751295336787,0.7538461538461538,1.0,1.0,,7.0
41945,16,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6735751295336787,0.7538461538461538,0.6735751295336787,0.7538461538461538,0.04849453770317069,0.2342736653781028,0.08415077472381623,7.600757630126072e-17,0.66207034372502,0.8047666208747324,-0.20777133185890706,-0.15118030282209388,0.8633093525179856,0.9422382671480144,0.9640287769784173,1.0,0.7317073170731707,0.7653958944281525,0.037037037037037035,0.12389380530973451,0.7920792079207921,0.8446601941747572,0.7014410360201974,0.6480106101155078,0.6735751295336787,0.7538461538461538,1.0,1.0,,8.0
