dataset,fold,params,clf,score_set,fit_time,score_time,test_acc,train_acc,test_aaacc,train_aaacc,test_bacc,train_bacc,test_ece,train_ece,test_roc,train_roc,test_brier,train_brier,test_recall,train_recall,test_recall_at_wloss,train_recall_at_wloss,test_prec,train_prec,test_spec_at_wloss,train_spec_at_wloss,test_f1,train_f1,test_ent,train_ent,test_cov,train_cov,test_eff,train_eff,n_features,stage,clf_variant
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",7.4780378341674805,0.028890609741210938,0.6994818652849741,0.7153846153846154,0.75,0.7660256410256411,0.05049293898214757,0.13820644707836816,0.0872912889303356,0.05091021284464354,0.689048760991207,0.7285869461039582,-0.1871464702604137,-0.18055387592372624,0.920863309352518,0.9169675090252708,1.0,1.0,0.7314285714285714,0.7426900584795322,0.0,0.0,0.8152866242038217,0.8206785137318255,0.6723147438621557,0.6808730645767284,0.8031088082901554,0.8256410256410256,1.2124352331606219,1.2384615384615385,3.0,,
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.01085132474399475,0.02080216837359461,0.5,0.5,-0.2016265165846818,-0.20622497215513147,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.8399415379831687,0.8399415379831688,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.002359190955758095,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.201607784624923,-0.20579224194608814,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,nb
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.20160778462492293,-0.20579224194608806,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,logreg
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.20160778462492293,-0.20579224194608806,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,xgboost
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.20160778462492293,-0.20579224194608806,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,random_forest
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.009950843629600192,0.0,0.5,0.5,-0.20160778462492293,-0.20579224194608806,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.868389793881556,0.868389793881556,0.7202072538860104,0.7102564102564103,1.0,1.0,,0.0,miss
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.07372558392495648,0.07589706112914751,0.6577404742872369,0.6439410881441489,-0.1876988905950182,-0.19447463584175714,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.6907515839670396,0.6995199628632113,0.7202072538860104,0.7102564102564103,1.0,1.0,,1.0,
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.006149540181776696,0.0032471817582392483,0.6577404742872369,0.6439410881441489,-0.180836784221029,-0.1870282887878976,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.7843385874823098,0.7939813886512312,0.7202072538860104,0.7102564102564103,1.0,1.0,,1.0,nb
41945,23,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",msl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",0.005616175942122936,,0.7202072538860104,0.7102564102564103,0.7202072538860104,0.7102564102564103,0.0,0.0,0.011924571617550941,0.010220847136037742,0.6577404742872369,0.6439410881441489,-0.1810219085353653,-0.18714855689649063,1.0,1.0,1.0,1.0,0.7202072538860104,0.7102564102564103,0.0,0.0,0.8373493975903614,0.8305847076461769,0.7934327101363452,0.8022919914978279,0.7202072538860104,0.7102564102564103,1.0,1.0,,1.0,logreg
