dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,stage_loss,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,train_wloss,test_wloss,stage,clf_variant
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,1.6966266632080078,0.006779909133911133,0.8930041152263375,0.9227642276422764,0.7236263736263736,0.7145653109954202,0.90625,0.8978549340431362,-0.08126657767548633,-0.061828953396177735,0.33994910565808084,0.309426475379615,0.3739837398373984,0.3739837398373984,,
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.5,0.5,-0.12386893497811824,-0.10553820477229164,0.5291271234509869,0.5291271234509869,,,0.0,
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.5,0.5,-0.12386893497811824,-0.10553820477229164,0.5291271234509869,0.5291271234509869,,,0.0,logreg
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7137362637362636,0.7122949857126081,-0.10493890669279145,-0.09122002950079283,0.4589896525288002,0.45394559342754887,,,1.0,
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7137362637362636,0.7122949857126081,-0.10543007386287676,-0.0913383356000882,0.4710041592261164,0.46626137826037456,,,1.0,logreg
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7949862637362637,0.8020902650017614,-0.10131140028810375,-0.08810334579003437,0.4223117163167002,0.4231582298161096,,,2.0,
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7949862637362637,0.8020902650017614,-0.10187275612181963,-0.08851688101980473,0.44141980131596525,0.4403054225957137,,,2.0,logreg
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8683127572016461,0.8963414634146342,0.6854395604395604,0.6995537636513094,0.8315934065934066,0.8429561200923787,-0.09601750945556996,-0.07713858266729948,0.3937643311477614,0.37769034323794465,,,3.0,
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8683127572016461,0.8963414634146342,0.6854395604395604,0.6995537636513094,0.8392857142857142,0.8338552471914511,-0.09569753871558873,-0.07867622072455131,0.4310873257605476,0.40910910130301753,,,3.0,logreg
thorax,45,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')"", 'stage_loss': 'soft_ranking_loss'}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,bisect,"('calibration_method', 'isotonic')",soft_ranking_loss,,,0.8724279835390947,0.9024390243902439,0.6521978021978022,0.6737385994441618,0.8605769230769231,0.8632911887892905,-0.09297247741030493,-0.07402307409399288,0.37523850799975206,0.36341062415611564,,,4.0,
