dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,train_wloss,test_wloss,stage,clf_variant
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.48717948717948717,0.8571428571428571,0.4934210526315789,0.8326388888888889,0.5263157894736842,0.9329861111111111,-0.3837510386989554,-0.09623015873015874,0.4870794686370505,0.4171718570471513,,,5.0,
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.8441558441558441,0.5171052631578947,0.8395833333333333,0.5657894736842106,0.9291666666666667,-0.3072051133310018,-0.10761389498425093,0.7558308986418331,0.6813444536605008,,,5.0,logreg
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.8441558441558441,0.5171052631578947,0.8395833333333333,0.5223684210526316,0.9368055555555556,-0.38321995464852604,-0.09214594928880643,0.4030037123271008,0.37742070115091286,,,6.0,
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.8441558441558441,0.5171052631578947,0.8395833333333333,0.5552631578947369,0.9357638888888888,-0.3129711198010559,-0.10538731660632439,0.7352834097643804,0.6621945167931942,,,6.0,logreg
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.8571428571428571,0.5197368421052632,0.828125,0.5289473684210526,0.9399305555555556,-0.4000498575498575,-0.08463203463203463,0.3501470630189936,0.34185303891732305,,,7.0,
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5384615384615384,0.8441558441558441,0.5421052631578948,0.8395833333333333,0.5750000000000001,0.940625,-0.3013255131181684,-0.1035085066035454,0.7332313792468208,0.6565473496655533,,,7.0,logreg
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5128205128205128,0.8571428571428571,0.5197368421052632,0.828125,0.5197368421052632,0.9427083333333333,-0.3995600060688819,-0.0824175824175824,0.3528210681019968,0.3318743627601345,,,8.0,
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5384615384615384,0.8441558441558441,0.5421052631578948,0.8395833333333333,0.5750000000000001,0.9416666666666667,-0.300715114449822,-0.1031967453332496,0.7345451292850248,0.6562518024938503,,,8.0,logreg
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5384615384615384,0.8701298701298701,0.5421052631578948,0.8618055555555555,0.5197368421052632,0.95,-0.41044825714002686,-0.08500590318772137,0.409168070308405,0.3634351368725293,,,9.0,
42900,26,"{'score_set': '(-3, -2, -1, 1, 2, 3)', 'lookahead': '1', 'method': 'brute', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(-3, -2, -1, 1, 2, 3)",1,brute,"('calibration_method', 'isotonic')",,,0.5384615384615384,0.8701298701298701,0.5421052631578948,0.8618055555555555,0.5842105263157895,0.9413194444444445,-0.3073972170733427,-0.10055069335280338,0.7288233030480401,0.6507230040345393,,,9.0,logreg
