dataset,fold,params,clf,score_set,fit_time,score_time,test_acc,train_acc,test_aaacc,train_aaacc,test_bacc,train_bacc,test_ece,train_ece,test_roc,train_roc,test_brier,train_brier,test_recall,train_recall,test_recall_at_wloss,train_recall_at_wloss,test_prec,train_prec,test_spec_at_wloss,train_spec_at_wloss,test_f1,train_f1,test_ent,train_ent,test_cov,train_cov,test_eff,train_eff,n_features,stage
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",1.5816700458526611,0.03605151176452637,0.7401574803149606,0.7762645914396887,0.7401574803149606,0.7762645914396887,0.45146276595744683,0.5046315077755239,0.06033455822987985,4.6709285812293795e-17,0.7815824468085106,0.8355899256254226,-0.17793510641251048,-0.1524151916169765,0.6702127659574468,0.6781609195402298,0.9893617021276596,1.0,0.6428571428571429,0.6666666666666666,0.16875,0.21764705882352942,0.65625,0.6723646723646723,0.717618468051009,0.6598706960206688,0.7401574803149606,0.7762645914396887,1.0,1.0,3.0,
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6299212598425197,0.6614785992217899,0.6299212598425197,0.6614785992217899,0.0,0.0,0.03155733937927019,0.0,0.5,0.5,-0.23411633190963094,-0.22392466199336858,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233967543213153,0.9233967543213152,0.6299212598425197,0.6614785992217899,1.0,1.0,,0.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.6771653543307087,0.7431906614785992,0.6771653543307087,0.7431906614785992,0.35585106382978715,0.47146720757268423,0.05284506029861871,1.056223850275684e-16,0.6779255319148937,0.7357336037863421,-0.2081838995656972,-0.17751428051378942,0.6808510638297872,0.7126436781609196,1.0,1.0,0.5517241379310345,0.6019417475728155,0.0,0.0,0.6095238095238096,0.6526315789473685,0.7905497535607875,0.7721017799205866,0.6771653543307087,0.7431906614785992,1.0,1.0,,1.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7362204724409449,0.7762645914396887,0.7362204724409449,0.7762645914396887,0.4057180851063831,0.46815415821501016,0.043171373827889443,4.15793642490939e-17,0.7349734042553191,0.7946923597025016,-0.19107922018385598,-0.1634763583793398,0.574468085106383,0.603448275862069,0.9148936170212766,0.9425287356321839,0.6666666666666666,0.695364238410596,0.3125,0.3911764705882353,0.6171428571428571,0.6461538461538462,0.74613355225467,0.7182862062297831,0.7362204724409449,0.7762645914396887,1.0,1.0,,2.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7362204724409449,0.7762645914396887,0.7362204724409449,0.7762645914396887,0.4057180851063831,0.46815415821501016,0.05449723836909422,8.952388117463187e-17,0.7615691489361702,0.8273833671399595,-0.1869235727526061,-0.1540565040305673,0.574468085106383,0.603448275862069,0.9680851063829787,0.9827586206896551,0.6666666666666666,0.695364238410596,0.225,0.28823529411764703,0.6171428571428571,0.6461538461538462,0.7158889696438038,0.6763683447032048,0.7362204724409449,0.7762645914396887,1.0,1.0,,3.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7440944881889764,0.7684824902723736,0.7440944881889764,0.7684824902723736,0.4445478723404257,0.46480730223123734,0.0611434855945274,3.6719438557641363e-17,0.7767952127659574,0.831237322515213,-0.1822541764886825,-0.15383922097915806,0.6382978723404256,0.6206896551724138,0.9893617021276596,0.9942528735632183,0.6593406593406593,0.6708074534161491,0.225,0.2852941176470588,0.6486486486486487,0.6447761194029851,0.7100119963998557,0.6673182927812346,0.7440944881889764,0.7684824902723736,1.0,1.0,,4.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7401574803149606,0.7762645914396887,0.7401574803149606,0.7762645914396887,0.45146276595744683,0.5046315077755239,0.06033455822987985,4.6709285812293795e-17,0.7815824468085106,0.8355899256254226,-0.17793510641251048,-0.1524151916169765,0.6702127659574468,0.6781609195402298,0.9893617021276596,1.0,0.6428571428571429,0.6666666666666666,0.16875,0.21764705882352942,0.65625,0.6723646723646723,0.717618468051009,0.6598706960206688,0.7401574803149606,0.7762645914396887,1.0,1.0,,5.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7401574803149606,0.7762645914396887,0.7401574803149606,0.7762645914396887,0.45146276595744683,0.5046315077755239,0.06033455822987985,4.6709285812293795e-17,0.7815824468085106,0.8355899256254226,-0.17793510641251048,-0.1524151916169765,0.6702127659574468,0.6781609195402298,0.9893617021276596,1.0,0.6428571428571429,0.6666666666666666,0.16875,0.21764705882352942,0.65625,0.6723646723646723,0.717618468051009,0.6598706960206688,0.7401574803149606,0.7762645914396887,1.0,1.0,,6.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7401574803149606,0.7762645914396887,0.7401574803149606,0.7762645914396887,0.45146276595744683,0.5046315077755239,0.06033455822987985,4.6709285812293795e-17,0.7815824468085106,0.8355899256254226,-0.17793510641251048,-0.1524151916169765,0.6702127659574468,0.6781609195402298,0.9893617021276596,1.0,0.6428571428571429,0.6666666666666666,0.16875,0.21764705882352942,0.65625,0.6723646723646723,0.717618468051009,0.6598706960206688,0.7401574803149606,0.7762645914396887,1.0,1.0,,7.0
37,13,"{'score_set': '(-3, -2, -1, 0, 1, 2, 3)'}",psl_prebin,"(-3, -2, -1, 0, 1, 2, 3)",,,0.7401574803149606,0.7762645914396887,0.7401574803149606,0.7762645914396887,0.45146276595744683,0.5046315077755239,0.06033455822987985,4.6709285812293795e-17,0.7815824468085106,0.8355899256254226,-0.17793510641251048,-0.1524151916169765,0.6702127659574468,0.6781609195402298,0.9893617021276596,1.0,0.6428571428571429,0.6666666666666666,0.16875,0.21764705882352942,0.65625,0.6723646723646723,0.717618468051009,0.6598706960206688,0.7401574803149606,0.7762645914396887,1.0,1.0,,8.0
