dataset,fold,params,clf,score_set,lookahead,method,stage_clf_params,fit_time,score_time,test_acc,train_acc,test_bacc,train_bacc,test_roc,train_roc,test_brier,train_brier,test_ent,train_ent,train_wloss,test_wloss,stage,clf_variant
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",0.3045542240142822,0.006470203399658203,0.8930041152263375,0.9227642276422764,0.7236263736263736,0.7218851528555212,0.9099587912087912,0.8948213097428269,-0.07898472269527618,-0.062408648511541015,0.3527276850889408,0.3126908859899615,0.3760162601626016,0.3760162601626016,,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.5,0.5,-0.12386893497811824,-0.10553820477229164,0.5291271234509869,0.5291271234509869,,,0.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.5,0.5,-0.12386893497811824,-0.10553820477229164,0.5291271234509869,0.5291271234509869,,,0.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7137362637362636,0.7122949857126081,-0.10493890669279145,-0.09122002950079283,0.4589896525288002,0.45394559342754887,,,1.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.7137362637362636,0.7122949857126081,-0.10543007386287676,-0.0913383356000882,0.4710041592261164,0.46626137826037456,,,1.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8683127572016461,0.8943089430894309,0.6973214285714285,0.7276783966806278,0.792239010989011,0.7907777821270598,-0.09845156242722192,-0.08050524917113334,0.4303734137806992,0.4069374922946507,,,2.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8559670781893004,0.8800813008130082,0.5,0.5,0.8017170329670329,0.7865502798763064,-0.09800890014365163,-0.08178837083858297,0.45953305276542167,0.43168920066671645,,,2.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8683127572016461,0.8963414634146342,0.6854395604395604,0.6995537636513094,0.8315934065934066,0.8429561200923787,-0.09601750945556996,-0.07713858266729948,0.3937643311477614,0.37769034323794465,,,3.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8683127572016461,0.8963414634146342,0.6854395604395604,0.6995537636513094,0.8392857142857142,0.8338552471914511,-0.09569753871558873,-0.07867622072455131,0.4310873257605476,0.40910910130301753,,,3.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8765432098765432,0.9065040650406504,0.6070741758241759,0.6174893333855247,0.8876373626373627,0.8486123615297295,-0.08729105185692962,-0.07147715681824865,0.3783208504306111,0.36087118406999397,,,4.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8765432098765432,0.9065040650406504,0.6070741758241759,0.6174893333855247,0.873282967032967,0.8557952010020747,-0.08581356995990501,-0.07401106092376204,0.4237290355039779,0.3959916728687967,,,4.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8765432098765432,0.9105691056910569,0.618956043956044,0.6417583277879986,0.8981456043956044,0.8563040670137394,-0.08485539462880132,-0.06902761427216923,0.3731164884363566,0.34993293699224703,,,5.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8724279835390947,0.9085365853658537,0.6165521978021977,0.6479234352370141,0.8866071428571428,0.8603749951070576,-0.08467045122173805,-0.0721803644547569,0.4203698479094348,0.39017789490635085,,,5.0,logreg
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8765432098765432,0.9085365853658537,0.618956043956044,0.6332837515168122,0.9046016483516484,0.8685168512936939,-0.08310930607927379,-0.0681161934667153,0.3643706457315116,0.34192098541370114,,,6.0,
thorax,45,"{'score_set': '(1, 2)', 'lookahead': '1', 'method': 'bisect', 'stage_clf_params': ""('calibration_method', 'isotonic')""}",psl_prebin,"(1, 2)",1,bisect,"('calibration_method', 'isotonic')",,,0.8724279835390947,0.9065040650406504,0.6165521978021977,0.6394488589658277,0.8948489010989011,0.8714330449759267,-0.08347274716849096,-0.07059429524988604,0.4108637473059253,0.38491893510431346,,,6.0,logreg
